太空任务,space missions
太空科学,space science
太空探索,space exploration
先进的知识,advanced knowledge
适合居住的星球,habitable planets
为………………提供避难所,provide shelter for (human)
商业化地使用,be used commercially
在恶劣的环境里,in difficult situations/poor conditions/in a hostile environment
太空旅行,space traveling
人口增长,population explosion
保护我们的文明,sustain our civilization
保护衣,protective clothes
在地面上,on the ground
马上有回报,with an immediate reward/payoff
做运动,do/play sports
强度适中的运动,moderate intensity sports
去慢跑,go for a jog
去游泳,go for a swim
促进血液循环,boost blood circulation
保持好的身材,keep fit/keep a good body shape
不运动的生活,lead a sedentary lifestyle
极限运动,extreme sports
温和的身体锻炼,gentle physical exercise
温和的锻炼(不刺激的运动),mold exercise
去快跑,go for a run
燃烧卡路里,burn calories
增强体力,improve physical strength
促进身体健康,contribute to health
受伤,get injured/suffer injuries
专业的教练,professional trainers/coaches
经济压力,economic pressure
协调好工作和家庭之间的关系,achieve a work-life balance
工作投入,work commitments
找到时间,find free time to do sth
减少压力,reduce/cut stress
压力的来源,the source of stress
感到轻松,feel relaxed
物质的东西,material goods
时间管理,time management
财政困难,financial difficulties
时间很紧,on a tight schedule
对………………施加更大的压力,pose a sever strain on/pose pressure on
应付压力,cope with pressure
感到压力,feel stressed/be under pressure
生活费用,living expenses
避免拖延,avoid/prevent procrastination
到国外,go overseas
出国学习,study abroad
在全球化的世界中,in a globalised world
来自不同背景,from different/divese backgrounds
学习一门外语,pick up/learn/master a foreign language
精通另一门语言,master another language
母语流利,be influent in mother tongue/the first language
