category,topic_id,date,topic_name,question_type,question
【5月新题】Part 2&Part 3（30道）,9,5.27,想从事医疗行业的人,Part3,Do you think learning biology is interesting for children?
【5月新题】Part 2&Part 3（30道）,9,5.27,想从事医疗行业的人,Part3,Why do some children want to become doctors?
【5月新题】Part 2&Part 3（30道）,9,5.27,想从事医疗行业的人,Part3,Do you think governments should put a large amount of money into medical research?
【5月新题】Part 2&Part 3（30道）,9,5.27,想从事医疗行业的人,Part3,待补充
【5月新题】Part 2&Part 3（30道）,10,5.14,商业上很成功的人,Part2,Describe a person you know who has a successful business
【5月新题】Part 2&Part 3（30道）,10,5.14,商业上很成功的人,Part3,Why do some people start their own business?
【5月新题】Part 2&Part 3（30道）,10,5.14,商业上很成功的人,Part3,Should governments provide financial support to start-ups?
【5月新题】Part 2&Part 3（30道）,10,5.14,商业上很成功的人,Part3,Do most people prefer shopping at big stores or small stores?
【5月新题】Part 2&Part 3（30道）,10,5.14,商业上很成功的人,Part3,What makes a business successful?
【5月新题】Part 2&Part 3（30道）,10,5.14,商业上很成功的人,Part3,What makes a business fail?
【5月新题】Part 2&Part 3（30道）,10,5.14,商业上很成功的人,Part3,Is it easy to set up a new business in your country?
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part2,Describe a plan that you had to change recently
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part3,Do people often change their plans?
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part3,Would you tell others if you change your plan?
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part3,Why do you think parents still make plans for their children nowadays?
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part3,How does technology help people make plans?
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part3,What kind of plans do people often make?
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part3,"Do you think people like the process of making plans more, or the moment of carrying them out?"
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part3,How would you tell your friends when you must change plans?
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part3,What are the common reasons when people need to change plans?
【5月新题】Part 2&Part 3（30道）,11,5.28,近期改变的计划,Part3,What kind of plans are practical?
【5月新题】Part 2&Part 3（30道）,12,5.16,在团队中工作,Part2,Describe a time when you worked in a group
【5月新题】Part 2&Part 3（30道）,12,5.16,在团队中工作,Part3,Why do some people prefer to work by themselves?
【5月新题】Part 2&Part 3（30道）,12,5.16,在团队中工作,Part3,What should a leader do to make team members want to follow him or her?
【5月新题】Part 2&Part 3（30道）,12,5.16,在团队中工作,Part3,Should students learn to do group work?
【5月新题】Part 2&Part 3（30道）,12,5.16,在团队中工作,Part3,What group tasks are there in schools?
【5月新题】Part 2&Part 3（30道）,12,5.16,在团队中工作,Part3,What advantages are there for students experiencing teamwork at school?
【5月新题】Part 2&Part 3（30道）,12,5.16,在团队中工作,Part3,How can you tell if a person is a good leader?
【5月新题】Part 2&Part 3（30道）,13,5.22,长期追求/目标,Part2,Describe a long-term goal/ambition you would like to achieve
【5月新题】Part 2&Part 3（30道）,13,5.22,长期追求/目标,Part3,What kinds of ambitions do people have?
【5月新题】Part 2&Part 3（30道）,13,5.22,长期追求/目标,Part3,Why should parents encourage children to have ambitions?
【5月新题】Part 2&Part 3（30道）,13,5.22,长期追求/目标,Part3,Should parents interfere with their children's ambitions?
【5月新题】Part 2&Part 3（30道）,13,5.22,长期追求/目标,Part3,Is there any difference between children's ambitions and those of grown-ups?
【5月新题】Part 2&Part 3（30道）,13,5.22,长期追求/目标,Part3,What goals do young people usually have?
【5月新题】Part 2&Part 3（30道）,13,5.22,长期追求/目标,Part3,Why are young people ambitious for higher positions?
【5月新题】Part 2&Part 3（30道）,13,5.22,长期追求/目标,Part3,What should people do to achieve their goals?
【5月新题】Part 2&Part 3（30道）,14,5.28,特殊场合下吃的食物,Part2,Describe a kind of food that you ate at special occasions
【5月新题】Part 2&Part 3（30道）,14,5.28,特殊场合下吃的食物,Part3,Why do people eat special food on special occasions or festivals?
【5月新题】Part 2&Part 3（30道）,14,5.28,特殊场合下吃的食物,Part3,What are the differences between everyday food and festival food?
【5月新题】Part 2&Part 3（30道）,14,5.28,特殊场合下吃的食物,Part3,Are there any differences between the food people eat today and the food people ate in the past?
【5月新题】Part 2&Part 3（30道）,14,5.28,特殊场合下吃的食物,Part3,Do people today prefer eating at home or in a restaurant?
【5月新题】Part 2&Part 3（30道）,14,5.28,特殊场合下吃的食物,Part3,What kinds of food are popular in your country?
【5月新题】Part 2&Part 3（30道）,14,5.28,特殊场合下吃的食物,Part3,Do people in your country like eating foreign food?
【5月新题】Part 2&Part 3（30道）,15,5.15,看过的现场比赛,Part2,Describe a live sports event you watched and liked
【5月新题】Part 2&Part 3（30道）,15,5.15,看过的现场比赛,Part3,Why do some people like to watch sports events?
【5月新题】Part 2&Part 3（30道）,15,5.15,看过的现场比赛,Part3,Where do people normally watch sports events?
【5月新题】Part 2&Part 3（30道）,15,5.15,看过的现场比赛,Part3,What are the advantages of watching sports events online?
【5月新题】Part 2&Part 3（30道）,15,5.15,看过的现场比赛,Part3,What are the main differences between watching a sports event live in a stadium and watching it on TV?
【5月新题】Part 2&Part 3（30道）,15,5.15,看过的现场比赛,Part3,What kinds of sports events are most popular to watch in your country?
【5月新题】Part 2&Part 3（30道）,15,5.15,看过的现场比赛,Part3,What types of sports matches are suitable for children to watch?
【5月新题】Part 2&Part 3（30道）,15,5.15,看过的现场比赛,Part3,Why do some people spend a lot going to other countries to watch sports events?
【5月新题】Part 2&Part 3（30道）,16,5.11,名人广告,Part2,Describe an advertisement with a famous person in it
【5月新题】Part 2&Part 3（30道）,16,5.11,名人广告,Part3,hat are the advantages and disadvantages of advertisements?
【5月新题】Part 2&Part 3（30道）,16,5.11,名人广告,Part3,Why are many advertisements endorsed by celebrities? How useful are they?
【5月新题】Part 2&Part 3（30道）,16,5.11,名人广告,Part3,What is the most important factor in anadvertisement?
【5月新题】Part 2&Part 3（30道）,16,5.11,名人广告,Part3,Why are some advertisements boring?
【5月新题】Part 2&Part 3（30道）,16,5.11,名人广告,Part3,Is advertising important for a company? Why?
【5月新题】Part 2&Part 3（30道）,16,5.11,名人广告,Part3,"Which is more effective, online advertising or offline advertising?"
【5月新题】Part 2&Part 3（30道）,17,5.27,当地新闻,Part2,Describe a piece of local news that people are interested in
【5月新题】Part 2&Part 3（30道）,17,5.27,当地新闻,Part3,Are there a lot of people talking about local news?
【5月新题】Part 2&Part 3（30道）,17,5.27,当地新闻,Part3,Do young people or the elderly care more about local news?
【5月新题】Part 2&Part 3（30道）,17,5.27,当地新闻,Part3,Do people in your country prefer following local news or national news?
【5月新题】Part 2&Part 3（30道）,17,5.27,当地新闻,Part3,Why do some people want to be very involved in their community?
【5月新题】Part 2&Part 3（30道）,17,5.27,当地新闻,Part3,Do you think local communities were stronger in the past than they are today?
【5月新题】Part 2&Part 3（30道）,17,5.27,当地新闻,Part3,Do you think it is important to have a national identity?
【5月新题】Part 2&Part 3（30道）,17,5.27,当地新闻,Part3,How can people develop their national identity?
【5月新题】Part 2&Part 3（30道）,18,5.28,电子产品故障,Part2,Describe a time when you had a problem with using an electronic device
【5月新题】Part 2&Part 3（30道）,18,5.28,电子产品故障,Part3,Why are people keen on buying new electronic devices?
【5月新题】Part 2&Part 3（30道）,18,5.28,电子产品故障,Part3,What impact do electronic devices have on people?
【5月新题】Part 2&Part 3（30道）,18,5.28,电子产品故障,Part3,What kinds of technology products do people use at home?
【5月新题】Part 2&Part 3（30道）,18,5.28,电子产品故障,Part3,What are the advantages and disadvantages of students using technology products?
【5月新题】Part 2&Part 3（30道）,18,5.28,电子产品故障,Part3,Do you think young children today are over-reliant on technology products?
【5月新题】Part 2&Part 3（30道）,18,5.28,电子产品故障,Part3,Should parents limit their children's screen time?
【5月新题】Part 2&Part 3（30道）,18,5.28,电子产品故障,Part3,Why do many young people spend so much time looking at screens?
【5月新题】Part 2&Part 3（30道）,19,5.8,重要决定,Part2,Describe an important decision that you made
【5月新题】Part 2&Part 3（30道）,19,5.8,重要决定,Part3,Do you think children sometimes have to make important decisions?
【5月新题】Part 2&Part 3（30道）,19,5.8,重要决定,Part3,What important decisions do teenagers need to make after graduation?
【5月新题】Part 2&Part 3（30道）,19,5.8,重要决定,Part3,Who can children turn to for help when making a decision?
【5月新题】Part 2&Part 3（30道）,19,5.8,重要决定,Part3,Do you think advertisements can influence our decisions when shopping?
【5月新题】Part 2&Part 3（30道）,19,5.8,重要决定,Part3,Do you think the influence of advertising is good?
【5月新题】Part 2&Part 3（30道）,19,5.8,重要决定,Part3,How do people usually make important decisions?
【5月新题】Part 2&Part 3（30道）,20,5.15,擅长学习和说语言的人,Part2,Describe a person who is good at learning and speaking new languages
【5月新题】Part 2&Part 3（30道）,20,5.15,擅长学习和说语言的人,Part3,Are there many people who can speak foreign languages in your country?
【5月新题】Part 2&Part 3（30道）,20,5.15,擅长学习和说语言的人,Part3,Does speaking other languages help at work?
【5月新题】Part 2&Part 3（30道）,20,5.15,擅长学习和说语言的人,Part3,Do people learn any languages other than English?
【5月新题】Part 2&Part 3（30道）,20,5.15,擅长学习和说语言的人,Part3,Why is it easier for children to learn new things than for adults?
【5月新题】Part 2&Part 3（30道）,20,5.15,擅长学习和说语言的人,Part3,How do people learn new things?
【5月新题】Part 2&Part 3（30道）,20,5.15,擅长学习和说语言的人,Part3,What is the most important thing for learning a language well?
【5月新题】Part 2&Part 3（30道）,21,5.20,长时间未收到回复,Part2,Describe a time when you sent a message or an email to someone but received no reply for a long time
【5月新题】Part 2&Part 3（30道）,21,5.20,长时间未收到回复,Part3,In what situations do people spend a long time responding to others' messages?
【5月新题】Part 2&Part 3（30道）,21,5.20,长时间未收到回复,Part3,In what situations do people not respond to messages right away?
【5月新题】Part 2&Part 3（30道）,21,5.20,长时间未收到回复,Part3,What would you do if you haven't received a reply after sending out a message?
【5月新题】Part 2&Part 3（30道）,21,5.20,长时间未收到回复,Part3,Why do some people prefer sending a message instead of making a call?
【5月新题】Part 2&Part 3（30道）,21,5.20,长时间未收到回复,Part3,Are you more polite when sending a message to a stranger than to a friend?
【5月新题】Part 2&Part 3（30道）,21,5.20,长时间未收到回复,Part3,Why do some people feel angry when others don't reply to their message?
【5月新题】Part 2&Part 3（30道）,22,5.11,遇到的科技问题,Part2,Describe a challenging technological problem you faced
【5月新题】Part 2&Part 3（30道）,22,5.11,遇到的科技问题,Part3,What are the advantages and disadvantages of Al?
【5月新题】Part 2&Part 3（30道）,22,5.11,遇到的科技问题,Part3,Do you think people today should learn about Al technology?
【5月新题】Part 2&Part 3（30道）,22,5.11,遇到的科技问题,Part3,Should children learn to use Al?
【5月新题】Part 2&Part 3（30道）,22,5.11,遇到的科技问题,Part3,How can Al help in our lives?
【5月新题】Part 2&Part 3（30道）,22,5.11,遇到的科技问题,Part3,Do you think students are overly reliant on AI?
【5月新题】Part 2&Part 3（30道）,22,5.11,遇到的科技问题,Part3,What can teachers do to stop students relying too much on Al?
【5月新题】Part 2&Part 3（30道）,23,5.28,推荐旅行过的地方,Part2,Describe a place you have travelled to that you would like to recommend to others
【5月新题】Part 2&Part 3（30道）,23,5.28,推荐旅行过的地方,Part3,Where do people in your country often go for holidays?
【5月新题】Part 2&Part 3（30道）,23,5.28,推荐旅行过的地方,Part3,What is the ideal length for a holiday?
【5月新题】Part 2&Part 3（30道）,23,5.28,推荐旅行过的地方,Part3,How do people usually plan holidays?
【5月新题】Part 2&Part 3（30道）,23,5.28,推荐旅行过的地方,Part3,Is it important to plan a holiday ahead?
【5月新题】Part 2&Part 3（30道）,23,5.28,推荐旅行过的地方,Part3,Why do many countries try to attract people to visit?
【5月新题】Part 2&Part 3（30道）,23,5.28,推荐旅行过的地方,Part3,How do people decide when to travel?
【5月新题】Part 2&Part 3（30道）,23,5.28,推荐旅行过的地方,Part3,What are the benefits for cities of having lots of tourists?
【5月新题】Part 2&Part 3（30道）,23,5.28,推荐旅行过的地方,Part3,What are the disadvantages for people living in popular tourist cities?
【5月新题】Part 2&Part 3（30道）,24,5.11,最近看过的电视/网络节目,Part2,Describe a TV show/online program you have watched recently
【5月新题】Part 2&Part 3（30道）,24,5.11,最近看过的电视/网络节目,Part3,What are the differences between the TV programs young people like to watch and those old people like to watch?
【5月新题】Part 2&Part 3（30道）,24,5.11,最近看过的电视/网络节目,Part3,What makes a popular TV or online program?
【5月新题】Part 2&Part 3（30道）,24,5.11,最近看过的电视/网络节目,Part3,What kinds of TV or online programs are popular in your country?
【5月新题】Part 2&Part 3（30道）,24,5.11,最近看过的电视/网络节目,Part3,待补充
【5月新题】Part 2&Part 3（30道）,25,5.23,喜欢拜访但不想住的家,Part2,Describe a home that you like to visit but do not want to live in
